Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
First Class,Home Office,Los Angeles,California,West,Technology,Phones,17.52,2,0.2,-3.504
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Fasteners,11.84,8,0.0,5.6832
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,232.88,5,0.2,17.466
Standard Class,Corporate,San Diego,California,West,Furniture,Chairs,63.936,3,0.2,6.3936
Standard Class,Corporate,San Diego,California,West,Office Supplies,Art,59.52,3,0.0,15.4752
Standard Class,Corporate,San Diego,California,West,Technology,Phones,311.976,3,0.2,38.997
Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,50.352,3,0.2,17.6232
Second Class,Consumer,Los Angeles,California,West,Furniture,Tables,241.568,2,0.2,-15.098
Second Class,Consumer,Los Angeles,California,West,Technology,Phones,479.92,2,0.2,41.993
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,9.96,2,0.0,4.8804
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,13.38,2,0.0,6.1548
Standard Class,Home Office,Lake Forest,California,West,Office Supplies,Labels,6.16,2,0.0,2.9568
Standard Class,Home Office,Lake Forest,California,West,Office Supplies,Paper,8.56,2,0.0,3.852
Standard Class,Home Office,Lake Forest,California,West,Office Supplies,Paper,97.82,2,0.0,45.9754
Standard Class,Consumer,Davis,California,West,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Consumer,Morgan Hill,California,West,Furniture,Tables,268.704,3,0.2,6.7176
Standard Class,Consumer,Morgan Hill,California,West,Office Supplies,Art,21.92,8,0.0,5.9184
Standard Class,Consumer,Morgan Hill,California,West,Office Supplies,Storage,48.72,3,0.0,7.308
Standard Class,Consumer,Morgan Hill,California,West,Furniture,Bookcases,205.666,2,0.15,-12.098
Second Class,Home Office,San Diego,California,West,Office Supplies,Binders,22.848,2,0.2,7.4256
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Envelopes,23.36,2,0.0,11.68
Standard Class,Corporate,Brentwood,California,West,Technology,Phones,71.976,3,0.2,8.997
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Paper,8.56,2,0.0,3.852
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Binders,13.92,3,0.2,4.872
First Class,Corporate,San Diego,California,West,Furniture,Chairs,81.424,2,0.2,-9.1602
Standard Class,Corporate,Chico,California,West,Office Supplies,Fasteners,14.9,5,0.0,6.854
Standard Class,Corporate,Chico,California,West,Office Supplies,Appliances,15.8,4,0.0,4.108
Standard Class,Corporate,Chico,California,West,Furniture,Furnishings,72.9,5,0.0,26.973
Standard Class,Corporate,Chico,California,West,Furniture,Tables,206.352,3,0.2,5.1588
Standard Class,Corporate,Chico,California,West,Technology,Phones,7.992,1,0.2,2.6973
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,33.36,4,0.0,16.68
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,5.104,1,0.2,1.6588
First Class,Consumer,Los Angeles,California,West,Office Supplies,Supplies,25.76,7,0.0,0.5152
Second Class,Corporate,Modesto,California,West,Technology,Phones,52.792,1,0.2,4.6193
Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,435.999,3,0.15,5.1294
Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,307.666,2,0.15,28.9568
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,41.36,5,0.2,13.959
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,43.176,3,0.2,15.1116
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,4.16,2,0.0,1.7472
Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,16.02,6,0.0,6.0876
Standard Class,Consumer,San Bernardino,California,West,Office Supplies,Binders,39.92,2,0.2,12.974
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,5.76,2,0.0,2.8224
First Class,Home Office,Los Angeles,California,West,Technology,Accessories,26.85,3,0.0,5.1015
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,8.26,2,0.0,3.7996
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,104.79,7,0.0,29.3412
Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,148.02,3,0.0,41.4456
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,41.96,2,0.0,10.9096
Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,451.152,3,0.2,0.0
First Class,Corporate,Riverside,California,West,Technology,Accessories,41.94,2,0.0,15.0984
First Class,Corporate,Riverside,California,West,Office Supplies,Paper,11.96,2,0.0,5.8604
First Class,Corporate,Riverside,California,West,Office Supplies,Art,13.12,4,0.0,3.8048
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,36.84,3,0.0,17.3148
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,87.71,7,0.0,41.2237
Standard Class,Consumer,San Diego,California,West,Office Supplies,Labels,14.73,3,0.0,7.2177
Standard Class,Home Office,Santa Ana,California,West,Office Supplies,Labels,20.16,7,0.0,9.8784
Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,96.96,6,0.0,33.936
Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,117.488,7,0.2,41.1208
Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,11.952,3,0.2,4.1832
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,2.88,1,0.0,1.4112
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,41.904,6,0.2,14.1426
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,23.92,4,0.0,4.0664
Second Class,Corporate,Santa Barbara,California,West,Office Supplies,Paper,8.96,2,0.0,4.3904
Standard Class,Corporate,Pasadena,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,169.45,5,0.0,42.3625
Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,40.68,2,0.0,0.4068
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,85.44,3,0.0,31.6128
Standard Class,Corporate,El Cajon,California,West,Furniture,Chairs,387.136,4,0.2,4.8392
Standard Class,Consumer,Roseville,California,West,Office Supplies,Art,7.98,3,0.0,2.0748
Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,362.352,3,0.2,45.294
Second Class,Home Office,San Francisco,California,West,Technology,Phones,73.584,2,0.2,8.2782
Standard Class,Consumer,Bakersfield,California,West,Furniture,Tables,486.368,4,0.2,36.4776
Same Day,Home Office,San Francisco,California,West,Office Supplies,Art,37.17,9,0.0,11.151
First Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,61.44,3,0.0,16.5888
Second Class,Corporate,Santa Clara,California,West,Office Supplies,Supplies,27.36,4,0.0,7.3872
Second Class,Corporate,Santa Clara,California,West,Office Supplies,Paper,20.56,2,0.0,9.6632
Second Class,Corporate,Santa Clara,California,West,Office Supplies,Binders,83.92,5,0.2,31.47
Standard Class,Home Office,Fresno,California,West,Furniture,Bookcases,120.666,2,0.15,21.294
First Class,Consumer,San Francisco,California,West,Office Supplies,Storage,29.74,1,0.0,4.461
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Appliances,87.36,6,0.0,23.5872
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,56.16,6,0.2,17.55
Second Class,Consumer,San Francisco,California,West,Technology,Phones,84.784,2,0.2,-20.1362
Standard Class,Corporate,Oakland,California,West,Office Supplies,Binders,11.808,3,0.2,4.1328
First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,11.76,2,0.0,5.7624
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,105.52,4,0.0,48.5392
Standard Class,Home Office,San Bernardino,California,West,Office Supplies,Binders,110.528,4,0.2,38.6848
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,222.384,2,0.2,22.2384
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,8.928,2,0.2,3.1248
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,5.76,2,0.0,1.6704
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.98,2,0.0,8.991
Standard Class,Home Office,Fresno,California,West,Office Supplies,Paper,45.68,2,0.0,21.0128
Standard Class,Home Office,Fresno,California,West,Office Supplies,Paper,11.94,3,0.0,5.97
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,5.94,3,0.0,0.1188
Second Class,Corporate,Los Angeles,California,West,Technology,Phones,15.984,2,0.2,1.1988
Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,184.752,3,0.2,-20.7846
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,55.86,7,0.0,27.93
Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,56.4,3,0.0,3.384
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,30.84,5,0.2,9.6375
Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,39.0,3,0.0,17.55
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,12.6,4,0.0,6.048
Same Day,Home Office,San Francisco,California,West,Office Supplies,Fasteners,5.67,3,0.0,0.1134
Second Class,Corporate,Escondido,California,West,Office Supplies,Binders,17.248,2,0.2,6.0368
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,168.1,5,0.0,43.706
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,67.136,4,0.2,25.176
Standard Class,Corporate,Fresno,California,West,Office Supplies,Binders,4.32,3,0.2,1.512
Standard Class,Corporate,Fresno,California,West,Office Supplies,Paper,14.94,3,0.0,7.0218
Standard Class,Corporate,Fresno,California,West,Office Supplies,Appliances,40.54,2,0.0,11.3512
Standard Class,Corporate,Fresno,California,West,Office Supplies,Binders,7.312,1,0.2,2.5592
Second Class,Consumer,Oxnard,California,West,Technology,Accessories,82.95,5,0.0,29.0325
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,39.68,2,0.0,10.3168
Standard Class,Corporate,Los Angeles,California,West,Furniture,Tables,399.672,7,0.2,-14.9877
Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,194.352,3,0.2,19.4352
Second Class,Consumer,Lakewood,California,West,Furniture,Furnishings,94.2,5,0.0,39.564
First Class,Home Office,San Francisco,California,West,Office Supplies,Supplies,49.5,5,0.0,13.365
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,17.12,4,0.0,7.704
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,5.16,2,0.0,1.3416
Standard Class,Home Office,San Diego,California,West,Technology,Accessories,21.21,7,0.0,4.4541
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Supplies,231.72,2,0.0,11.586
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Fasteners,17.9,5,0.0,8.95
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Paper,12.48,2,0.0,5.616
Second Class,Home Office,San Francisco,California,West,Furniture,Tables,300.904,1,0.2,11.2839
First Class,Corporate,Los Angeles,California,West,Technology,Phones,79.968,4,0.2,-17.9928
First Class,Corporate,Los Angeles,California,West,Furniture,Bookcases,305.9745,3,0.15,25.1979
First Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,344.91,3,0.0,10.3473
Standard Class,Corporate,San Diego,California,West,Technology,Phones,71.952,6,0.2,5.3964
Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125
Standard Class,Corporate,San Diego,California,West,Furniture,Furnishings,210.58,2,0.0,12.6348
Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,30.96,2,0.2,10.062
Standard Class,Corporate,San Diego,California,West,Technology,Machines,239.984,2,0.2,38.9974
Standard Class,Consumer,Sacramento,California,West,Office Supplies,Storage,14.03,1,0.0,4.0687
Standard Class,Consumer,Sacramento,California,West,Office Supplies,Supplies,27.96,2,0.0,7.2696
First Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,14.62,2,0.0,6.8714
First Class,Corporate,Los Angeles,California,West,Office Supplies,Fasteners,22.55,5,0.0,8.7945
First Class,Corporate,Los Angeles,California,West,Technology,Phones,211.168,4,0.2,15.8376
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,37.52,4,0.0,18.0096
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Art,70.95,3,0.0,18.447
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,65.568,2,0.2,23.7684
Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,89.97,3,0.0,39.5868
Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,31.86,2,0.0,11.151
Standard Class,Corporate,Sacramento,California,West,Technology,Accessories,209.94,6,0.0,39.8886
Standard Class,Corporate,Sacramento,California,West,Technology,Phones,31.984,2,0.2,-7.996
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,276.28,2,0.0,0.0
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,312.03,3,0.0,43.6842
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,17.94,3,0.0,3.0498
Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,165.6,3,0.2,10.35
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,37.52,4,0.0,18.0096
First Class,Corporate,San Francisco,California,West,Technology,Phones,66.976,7,0.2,6.6976
Second Class,Consumer,Los Angeles,California,West,Technology,Phones,135.984,2,0.2,16.998
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Art,16.4,5,0.0,7.052
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,92.96,2,0.2,31.374
Second Class,Corporate,San Francisco,California,West,Office Supplies,Supplies,10.95,3,0.0,3.285
First Class,Consumer,San Diego,California,West,Office Supplies,Appliances,13.97,1,0.0,3.6322
Standard Class,Corporate,San Diego,California,West,Office Supplies,Paper,8.56,2,0.0,3.852
Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,344.981,7,0.15,28.4102
Standard Class,Home Office,San Francisco,California,West,Technology,Accessories,104.75,5,0.0,21.9975
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,13.9,5,0.0,3.753
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Envelopes,19.4,5,0.0,9.312
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,61.44,3,0.0,16.5888
Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Binders,5.984,2,0.2,2.244
Second Class,Corporate,Sunnyvale,California,West,Technology,Accessories,189.95,5,0.0,45.588
Second Class,Corporate,Sunnyvale,California,West,Technology,Accessories,149.95,5,0.0,31.4895
Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Art,29.95,5,0.0,8.6855
Second Class,Corporate,Sunnyvale,California,West,Office Supplies,Labels,44.4,3,0.0,22.2
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,10.86,2,0.0,5.3214
Second Class,Corporate,San Francisco,California,West,Office Supplies,Art,3.36,2,0.0,0.84
Second Class,Corporate,San Francisco,California,West,Office Supplies,Binders,27.936,4,0.2,9.4284
Second Class,Corporate,San Francisco,California,West,Technology,Phones,28.784,2,0.2,2.8784
Standard Class,Consumer,Santa Ana,California,West,Office Supplies,Supplies,21.96,2,0.0,6.1488
Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,74.76,7,0.0,23.9232
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,364.776,3,0.2,27.3582
First Class,Corporate,San Diego,California,West,Office Supplies,Binders,89.696,4,0.2,33.636
First Class,Corporate,San Diego,California,West,Office Supplies,Labels,50.12,4,0.0,23.5564
Second Class,Corporate,Santa Ana,California,West,Technology,Phones,143.952,6,0.2,17.994
Second Class,Corporate,Santa Ana,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,22.05,7,0.0,10.584
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,99.9,5,0.0,46.953
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,90.86,7,0.0,26.3494
Same Day,Consumer,San Francisco,California,West,Office Supplies,Paper,7.78,1,0.0,3.501
Second Class,Home Office,Los Angeles,California,West,Technology,Accessories,159.98,2,0.0,47.994
Same Day,Home Office,Oxnard,California,West,Furniture,Furnishings,31.96,2,0.0,1.598
Same Day,Home Office,Oxnard,California,West,Office Supplies,Paper,47.9,1,0.0,22.992
Same Day,Home Office,Oxnard,California,West,Office Supplies,Envelopes,22.92,3,0.0,11.2308
Standard Class,Consumer,Westminster,California,West,Office Supplies,Binders,11.952,3,0.2,4.1832
